,X1exp,X2exp,Yexp
0,-0.21756230099252116,0.9282956977281112,5.054735726568037
1,-1.1507870375128904,-0.4443835207300447,74.53889289069562
2,-1.4290186574008914,0.2711549698773732,12.244277123340293
3,-0.9650984122957211,1.7704405927378093,16.623238792424814
4,0.7433530663831007,0.6406879999676227,44.338350997895525
5,0.8787639182556779,1.7337114506574731,591.5599178964703
6,-0.5014065126698483,0.04234464075718569,-4.723083496922229
7,0.004174438928456148,1.0538475368318299,26.042183460376258
8,0.4210991275054319,-0.17633342614736347,-46.10404068771443
9,-0.3247952682995616,1.314812879281063,-52.96710986763819
10,-0.558,1.442,-146.69948920058778
11,-0.05,0.467,-80.76774924875772
12,0.623,0.028,-108.16665005353302
13,-0.82,0.62,-40.67073573193861
14,0.22,0.3,-72.22509465076477
