,X1exp,X2exp,Yexp
0,-0.21756230099252116,0.9282956977281112,5.054746812115159
1,-1.1507870375128904,-0.4443835207300447,74.53890397624275
2,-1.4290186574008914,0.2711549698773732,12.244288208887415
3,-0.9650984122957211,1.7704405927378093,16.623249877971936
4,0.7433530663831007,0.6406879999676227,44.33836208344265
5,0.8787639182556779,1.7337114506574731,591.5599289820175
6,-0.5014065126698483,0.04234464075718569,-4.723072411375107
7,0.004174438928456148,1.0538475368318299,26.04219454592338
8,0.4210991275054319,-0.17633342614736347,-46.10402960216731
9,-0.3247952682995616,1.314812879281063,-52.96709878209107
10,0.36298684548599924,1.1394061056490736,61.06790996251738
11,0.7522270103081314,1.9207142119502771,612.5065385064626
12,0.5804913606520954,1.7937746502583336,282.79368470577174
13,0.8873481592760081,1.4037218415082837,321.4171829065783
14,0.686722546277057,1.0773901672636828,117.12647087537229
15,0.26229436290437813,1.8376578358659204,109.56825219767542
16,0.4217903869330697,1.592135110623072,129.16344034773496
17,0.10687625468569648,1.6237208275651214,38.17955688229232
18,0.9679035882275693,1.381066798057177,391.6814063025681
19,0.040404711221296685,1.2405310773238512,34.790559134439775
20,-0.558,1.442,-146.69947811504065
21,-0.05,0.467,-80.7677381632106
22,0.623,0.028,-108.16663896798589
23,-0.82,0.62,-40.67072464639149
24,0.22,0.3,-72.22508356521764
25,1.0,2.0,1649.1505692144324
26,0.9,1.9,923.3052528038965
