,X1exp,X2exp,Yexp
0,-0.8402686902977563,0.12848870931843337,5.687409116479365
1,0.37976388874613276,0.01668494378098659,-94.55260334499316
2,-0.4537055972202674,0.906346490963212,-10.122095023398053
3,0.1354704763112835,1.281132177821343,45.169199341960315
4,-0.8519940800850698,1.092206399990287,-111.02282501559776
5,0.31362917547670355,0.5201134351972418,-58.209137599456064
6,-0.3254219538009544,0.6877033922271558,-44.485593880740616
7,-0.17374766832146316,1.216154261049549,9.043559079815395
8,-0.19867026174837044,0.39709997215579096,-73.6002742223609
9,-0.7224385804898685,0.769443863784319,-35.85895871217883
10,-0.045981041481121476,0.31630568135039017,-69.23110898419483
11,-0.6990805560170933,0.6010321088039821,-43.989159088987954
12,-0.9912146925247507,0.8315392461162062,-69.05884868496055
13,-0.6031155185577379,1.008412734205237,-46.05774233843514
14,0.4307571343947334,0.29327019151092654,-66.76522909653514
15,-0.5027598658855006,1.3795545792368054,-133.20342173404126
16,0.014170257731098701,1.1405356589627078,30.65841011777475
17,0.26036852048907155,1.4953309876937504,74.93721233456507
18,-0.259488880542994,0.15279138113121277,-35.43946005934486
19,0.11504190970779282,0.5830426254477621,-64.55771756403722
20,-0.558,1.442,-146.69947811504065
21,-0.05,0.467,-80.7677381632106
22,0.623,0.028,-108.16663896798589
23,-0.82,0.62,-40.67072464639149
24,0.22,0.3,-72.22508356521764
25,1.0,2.0,1649.1505692144324
26,0.9,1.9,923.3052528038965
