,Theta_1,Theta_2,X Coord,y-value
0,-1.5740498407940169,-1.6573634418175112,2.0,-1.7775534488580789
1,1.6793703699896874,-1.9555068165840357,2.0,3.536713473643232
2,-0.5432149259207131,0.41692397590189856,2.0,8.581266051766168
3,1.0279212701634228,1.4163524741902478,2.0,15.721252437087838
4,-1.6053175468935195,0.9125503999740983,2.0,8.439566506109355
5,1.5030111346045425,-0.6130308394740216,2.0,8.553898911312999
6,-0.20112521013587847,-0.16612428739425122,2.0,6.933252430151239
7,0.20333955114276492,1.243078029465464,2.0,13.378991220147386
8,0.1368793020043455,-0.9410667409178908,2.0,4.509491640337128
9,-1.2598362146396493,0.05185030342485053,2.0,5.687728784420104
10,0.5440505560503426,-1.1565181830656264,2.0,4.46202837983818
11,-1.1975481493789153,-0.39724770985604785,2.0,4.015912861817978
12,-1.976572513399335,0.2174379896432166,2.0,4.916606931774196
13,-0.9416413828206345,0.6891006245472981,2.0,8.873119732547924
14,1.8153523583859559,-1.2179461559708624,2.0,6.758920092888462
15,-0.6740263090280014,1.6788122112981476,2.0,13.367196227136589
16,0.704454020616263,1.0414284239005545,2.0,13.574621736834743
17,1.360982721304191,1.9875493005166676,2.0,18.67216264467505
18,-0.025303681447983895,-1.5925563169834325,2.0,1.5791673691703023
19,0.973445092554114,-0.44521966547263436,2.0,8.16601152321769
